"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Iran, Islamic Republic of","2009","All genders","Not applicable","Number","39142"
"Iran, Islamic Republic of","2008","All genders","Not applicable","Number","32245"
"Iran, Islamic Republic of","2007","All genders","Not applicable","Number","28614"
"Iran, Islamic Republic of","2006","All genders","Not applicable","Number","23989"
"Iran, Islamic Republic of","2005","All genders","Not applicable","Number","24613"
"Iran, Islamic Republic of","2004","All genders","Not applicable","Number","23061"
"Iran, Islamic Republic of","2003","All genders","Not applicable","Number","21721"
"Iran, Islamic Republic of","2002","All genders","Not applicable","Number","20907"
"Iran, Islamic Republic of","2001","All genders","Not applicable","Number","20469"
"Iran, Islamic Republic of","2000","All genders","Not applicable","Number","21681"
"Iran, Islamic Republic of","1999","All genders","Not applicable","Number","23035"
"Iran, Islamic Republic of","1998","All genders","Not applicable","Number","23265"
"Iraq","2012","All genders","Not applicable","Number","14465"
"Iraq","2011","All genders","Not applicable","Number","13121"
"Iraq","2010","All genders","Not applicable","Number","12574"
"Iraq","2009","All genders","Not applicable","Number","10541"
"Iraq","2008","All genders","Not applicable","Number","9287"
"Iraq","2007","All genders","Not applicable","Number","7967"
"Iraq","2006","All genders","Not applicable","Number","6877"
"Iraq","2005","All genders","Not applicable","Number","5474"
"Iraq","2004","All genders","Not applicable","Number","4284"
"Iraq","2003","All genders","Not applicable","Number","5268"
"Iraq","2002","All genders","Not applicable","Number","5060"
"Iraq","2001","All genders","Not applicable","Number","5067"
"Iraq","2000","All genders","Not applicable","Number","4974"
"Iraq","1999","All genders","Not applicable","Number","4902"
"Iraq","1998","All genders","Not applicable","Number","4939"
"Ireland","2012","All genders","Not applicable","Number","18917"
"Ireland","2011","All genders","Not applicable","Number","20591"
"Ireland","2010","All genders","Not applicable","Number","20064"
"Ireland","2009","All genders","Not applicable","Number","18485"
"Ireland","2008","All genders","Not applicable","Number","18042"
"Ireland","2007","All genders","Not applicable","Number","19461"
"Ireland","2006","All genders","Not applicable","Number","19958"
"Ireland","2005","All genders","Not applicable","Number","19229"
"Ireland","2004","All genders","Not applicable","Number","17588"
"Ireland","2003","All genders","Not applicable","Number","16034"
"Ireland","2002","All genders","Not applicable","Number","15431"
"Ireland","2001","All genders","Not applicable","Number","15645"
"Ireland","2000","All genders","Not applicable","Number","17869"
"Ireland","1999","All genders","Not applicable","Number","19458"
"Ireland","1998","All genders","Not applicable","Number","19671"
"Israel","2012","All genders","Not applicable","Number","13858"
"Israel","2011","All genders","Not applicable","Number","13995"
"Israel","2010","All genders","Not applicable","Number","13634"
"Israel","2009","All genders","Not applicable","Number","13338"
"Israel","2008","All genders","Not applicable","Number","13295"
"Israel","2007","All genders","Not applicable","Number","12358"
"Israel","2006","All genders","Not applicable","Number","12030"
"Israel","2005","All genders","Not applicable","Number","11808"
"Israel","2004","All genders","Not applicable","Number","10684"
"Israel","2003","All genders","Not applicable","Number","12111"
"Israel","2002","All genders","Not applicable","Number","12360"
"Israel","2001","All genders","Not applicable","Number","16032"
"Israel","2000","All genders","Not applicable","Number","14008"
"Israel","1999","All genders","Not applicable","Number","10309"
"Israel","1998","All genders","Not applicable","Number","9995"
"Italy","2012","All genders","Not applicable","Number","51236"
"Italy","2011","All genders","Not applicable","Number","47971"
"Italy","2010","All genders","Not applicable","Number","44193"
"Italy","2009","All genders","Not applicable","Number","39989"
"Italy","2008","All genders","Not applicable","Number","35670"
"Italy","2007","All genders","Not applicable","Number","35331"
"Italy","2006","All genders","Not applicable","Number","33916"
"Italy","2005","All genders","Not applicable","Number","38399"
"Italy","2004","All genders","Not applicable","Number","39051"
"Italy","2003","All genders","Not applicable","Number","47514"
"Italy","2002","All genders","Not applicable","Number","46200"
"Italy","2001","All genders","Not applicable","Number","46316"
"Italy","2000","All genders","Not applicable","Number","45555"
"Italy","1999","All genders","Not applicable","Number","43702"
"Italy","1998","All genders","Not applicable","Number","42846"
"Jamaica","2012","All genders","Not applicable","Number","4262"
"Jamaica","2011","All genders","Not applicable","Number","4834"
"Jamaica","2010","All genders","Not applicable","Number","5694"
"Jamaica","2009","All genders","Not applicable","Number","5858"
"Jamaica","2008","All genders","Not applicable","Number","6064"
"Jamaica","2007","All genders","Not applicable","Number","6495"
"Jamaica","2006","All genders","Not applicable","Number","6277"
"Jamaica","2005","All genders","Not applicable","Number","6728"
"Jamaica","2004","All genders","Not applicable","Number","7162"
"Jamaica","2003","All genders","Not applicable","Number","6683"
"Jamaica","2002","All genders","Not applicable","Number","5557"
"Jamaica","2001","All genders","Not applicable","Number","5063"
"Jamaica","2000","All genders","Not applicable","Number","5016"
"Jamaica","1999","All genders","Not applicable","Number","4228"
"Jamaica","1998","All genders","Not applicable","Number","3949"
"Japan","2012","All genders","Not applicable","Number","33751"
"Japan","2011","All genders","Not applicable","Number","35744"
"Japan","2010","All genders","Not applicable","Number","40348"
"Japan","2009","All genders","Not applicable","Number","45417"
"Japan","2008","All genders","Not applicable","Number","50856"
"Japan","2007","All genders","Not applicable","Number","55361"
"Japan","2006","All genders","Not applicable","Number","59172"
"Japan","2005","All genders","Not applicable","Number","64291"
"Japan","2004","All genders","Not applicable","Number","61508"
"Japan","2003","All genders","Not applicable","Number","64993"
"Japan","2002","All genders","Not applicable","Number","63953"
"Japan","2001","All genders","Not applicable","Number","57150"
"Japan","2000","All genders","Not applicable","Number","59320"
"Japan","1999","All genders","Not applicable","Number","58408"
"Japan","1998","All genders","Not applicable","Number","57106"
"Jordan","2012","All genders","Not applicable","Number","16825"
"Jordan","2011","All genders","Not applicable","Number","15779"
"Jordan","2010","All genders","Not applicable","Number","14902"
"Jordan","2009","All genders","Not applicable","Number","14510"
"Jordan","2008","All genders","Not applicable","Number","13501"
"Jordan","2007","All genders","Not applicable","Number","13181"
"Jordan","2006","All genders","Not applicable","Number","12814"
"Jordan","2005","All genders","Not applicable","Number","12544"
"Jordan","2004","All genders","Not applicable","Number","12425"
"Jordan","2003","All genders","Not applicable","Number","12542"
"Jordan","2002","All genders","Not applicable","Number","12658"
"Jordan","2001","All genders","Not applicable","Number","12090"
"Jordan","2000","All genders","Not applicable","Number","12076"
"Jordan","1999","All genders","Not applicable","Number","12024"
"Jordan","1998","All genders","Not applicable","Number","11839"
"Kazakhstan","2012","All genders","Not applicable","Number","43039"
"Kazakhstan","2011","All genders","Not applicable","Number","42686"
"Kazakhstan","2010","All genders","Not applicable","Number","39608"
"Kazakhstan","2009","All genders","Not applicable","Number","36048"
"Kazakhstan","2008","All genders","Not applicable","Number","46816"
"Kazakhstan","2007","All genders","Not applicable","Number","30467"
"Kazakhstan","2006","All genders","Not applicable","Number","28196"
"Kazakhstan","2005","All genders","Not applicable","Number","29388"
"Kazakhstan","2004","All genders","Not applicable","Number","27658"
"Kazakhstan","2003","All genders","Not applicable","Number","25726"
"Kazakhstan","2002","All genders","Not applicable","Number","27411"
"Kazakhstan","2001","All genders","Not applicable","Number","23339"
"Kazakhstan","2000","All genders","Not applicable","Number","20151"
"Kazakhstan","1999","All genders","Not applicable","Number","20119"
"Kazakhstan","1998","All genders","Not applicable","Number","19968"
"Kenya","2012","All genders","Not applicable","Number","13573"
"Kenya","2011","All genders","Not applicable","Number","14231"
"Kenya","2010","All genders","Not applicable","Number","13450"
"Kenya","2009","All genders","Not applicable","Number","13822"
"Kenya","2008","All genders","Not applicable","Number","13601"
"Kenya","2007","All genders","Not applicable","Number","13687"
"Kenya","2006","All genders","Not applicable","Number","13722"
"Kenya","2005","All genders","Not applicable","Number","14019"
"Kenya","2004","All genders","Not applicable","Number","14261"
"Kenya","2003","All genders","Not applicable","Number","14759"
"Kenya","2002","All genders","Not applicable","Number","13308"
"Kenya","2001","All genders","Not applicable","Number","11360"
"Kenya","2000","All genders","Not applicable","Number","10511"
"Kenya","1999","All genders","Not applicable","Number","9670"
"Kenya","1998","All genders","Not applicable","Number","9253"
"Kiribati","2012","All genders","Not applicable","Number","1072"
"Kiribati","2011","All genders","Not applicable","Number","1056"
"Kiribati","2010","All genders","Not applicable","Number","1034"
"Kiribati","2009","All genders","Not applicable","Number","1000"
"Kiribati","2008","All genders","Not applicable","Number","983"
"Kiribati","2007","All genders","Not applicable","Number","977"
"Kiribati","2006","All genders","Not applicable","Number","940"
"Kiribati","2005","All genders","Not applicable","Number","912"
"Kiribati","2004","All genders","Not applicable","Number","926"
"Kiribati","2003","All genders","Not applicable","Number","908"
"Kiribati","2002","All genders","Not applicable","Number","904"
